Khazanchi Jewellers Ltd.,Diamond  &  Jewellery,321.1,Strong Annual EPS Growth,Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,321.1,337.95,140.0,349.95
Khandelwal Hermann Electronics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KHFM Hospitality & Facility Management Ser. RE Ltd.,"Hotel, Resort & Restaurants",NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Khoobsurat Ltd.,Trading,1.71,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,RSI indicating price strength ,1.71,1.78,0.94,2.09
KHFM Hospitality and Facility Management Services Ltd.,"Hotel, Resort & Restaurants",NaN,Company with Zero Promoter Pledge,Low Piotroski Score : Companies with weak financials,Positive Breakout First Resistance ( LTP > R1) ,50.95,52.0,28.75,58.25
KHSL Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Khemsons Global Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Khator Fibre and Fabrics Ltd.,Textiles & Apparel,8.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,8.0,8.0,7.41,11.72
Khandwala Securities Ltd.,Finance - Stock Broking,29.26,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,29.0,30.75,21.9,40.85
Khaitan (India) Ltd.,Trading,69.32,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,66.0,71.85,17.6,71.85
Khandelwal Ext Ltd.,Other agriculture products,0.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,0.0,0.0,7.15,8.67
KGN Enterprises Ltd.,Agriculture,7.26,Rising Net Cash Flow and Cash from Operating activity,Negative Breakdown Third Support (LTP < S3),RSI indicating price strength ,7.26,8.02,4.33,8.26
Khaitan Paper Machines Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KG Petrochem Ltd.,Textiles & Apparel,202.2,Strong cash generating ability from core business - Improving Cash Flow from operation for last 2 years,Negative Breakdown First Support (LTP < S1),Stock with Low PE (PE < = 10) ,201.1,216.95,174.0,241.0
Khaitan Electricals Ltd.,Domestic Appliances,7.49,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,7.49,7.49,7.49,19.05
Kanika Infocom Global Ltd.,Computers - Software Medium & Small,0.19,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.19,0.19,0.19,0.2
Khaitan Chemicals and Fertilizers Ltd.,Commodity Chemicals,93.32,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,83.0,94.7,56.3,94.7
Khadim India Ltd.,Footwear,359.7,Strong Annual EPS Growth,MACD Crossover Below Signal Line,No Opportunity for this stock,350.2,362.0,177.2,424.85
Keytuo Chemicals Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kewal Kiran Clothing Ltd.,Textiles & Apparel,763.4,Company with high TTM EPS Growth,MACD Crossover Below Signal Line,Brokers upgraded recommendation or target price in the past three months ,750.0,770.0,364.15,827.45
KFin Technologies Ltd.,Finance - Others,548.2,Stock passes majority of CANSLIM Investment criteria,No weakness for this stock,Brokers upgraded recommendation or target price in the past three months ,538.75,554.0,272.0,563.7
KGN Industries Ltd.,Oil Exploration and Production,1.6,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.6,1.6,1.57,1.98
KGN Agro Internationals Ltd.,Edible Oils & Solvent Extraction,10.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,10.0,10.0,0.0,0.0
Keystone Realtors Ltd.,Construction - Residential & Commercial Complexes,708.3,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,RSI indicating price strength ,703.05,720.0,416.05,734.9
KFA Corporation Ltd.,IT Services & Consulting,74.0,Company with Low Debt,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Highest Recovery from 52 Week Low ,74.0,75.0,35.6,101.78
KG Denim Ltd.,Textiles & Apparel,36.24,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Stock with Low PE (PE < = 10) ,35.56,38.0,22.1,41.9
Kesoram Industries RE Ltd.,Diversified,13.3,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,12.55,14.8,7.5,19.0
Keynote Financial Services Ltd.,Finance - Investment,149.65,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Third Resistance ( LTP > R3) ,140.0,151.3,77.7,173.9
Key Corporation Ltd.,Finance - NBFC,103.14,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout Third Resistance ( LTP > R3) ,103.14,103.14,42.75,103.14
KEW Industries Ltd.,Auto Ancillaries,1.05,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.05,1.05,0.9,3.57
Kesoram Industries Ltd.,Diversified,168.9,Growth in Net Profit with increasing Profit Margin (QoQ),Promoters increased pledged shares QoQ,Highest Recovery from 52 Week Low ,167.0,171.85,54.65,180.0
Kesar Petroproducts Ltd.,Commodity Chemicals,11.45,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout Second Resistance  ( LTP > R2) ,11.45,11.45,4.55,12.64
Kesari Printers Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kesoram Industries PP Ltd.,Diversified Chemicals,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Shri Keshav Cements And Infra Ltd.,Cement,246.0,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Highest Recovery from 52 Week Low ,246.0,251.0,110.6,269.85
Kesar Enterprises Ltd.,Diversified,119.83,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Highest Recovery from 52 Week Low ,119.83,122.9,50.0,135.0
Kesar Terminals and Infrastructure Ltd.,Logistics,94.0,Strong cash generating ability from core business - Improving Cash Flow from operation for last 2 years,Red Flag: High Interest Payments Compared to Earnings,Highest Recovery from 52 Week Low ,93.1,94.0,30.05,106.0
Kerala Ayurveda Ltd.,Pharmaceuticals & Drugs,294.05,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Negative to Positive growth in Sales and Profit with Strong Price momentum ,294.05,296.0,75.7,329.75
Kesar India Ltd.,Construction - Residential & Commercial Complexes,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Highest Recovery from 52 Week Low ,1158.7,1158.7,100.4,1627.5
Kerala Rubber & Reclaims Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kera Sinter Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kesharia Spinners Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kesar Greenfield International Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kenvi Jewels Ltd.,Diamond  &  Jewellery,8.13,Effectively using its capital to generate profit - RoCE improving in last 2 years,Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,8.01,8.35,3.04,15.7
Kemrock Industries and Exports Ltd.,Plastics,8.73,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,8.73,9.5,8.25,11.03
Kernex Microsystems (India) Ltd.,IT Services & Consulting,700.0,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,695.0,710.85,214.6,710.85
Kemistar Corporation Ltd.,Speciality Chemicals,43.0,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,39.87,44.0,33.01,64.99
Kemp and Company Ltd.,"Plastics - Pet Bottels, Jars & Containers",NaN,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,RSI indicating price strength ,1070.0,1160.0,371.0,1160.0
Kengold (India) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KELTECH Energies Ltd.,Speciality Chemicals,NaN,Company with high TTM EPS Growth,Decline in Net Profit (QoQ),Highest Recovery from 52 Week Low ,2891.0,2891.75,610.15,3339.0
Kemwell International Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kennametal India Ltd.,Engineering,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,2575.05,2629.85,1968.5,3111.8
Ken Financial Services Ltd.,Finance - Leasing & Hire Purchase,12.86,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,Degrowth in Revenue and Profit,Turnaround companies- loss to profit QoQ ,12.86,12.86,7.12,21.99
Kedia Vanaspati Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kemicare Products Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kelvin Fincap Ltd.,Finance - Investments,428.95,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,428.95,428.95,306.9,618.0
Kedia Distilleries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KANORIA ENERGY & INFRASTRUCTURE Ltd.,Cement,29.99,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,No Opportunity for this stock,29.23,30.5,16.06,40.5
Kellton Tech Solutions Ltd.,IT Services & Consulting,104.95,"Strong Momentum: Price above short, medium and long term moving averages",Promoters increased pledged shares QoQ,Highest Recovery from 52 Week Low ,104.7,106.7,41.9,111.7
Keerthi Industries Ltd.,Cement,139.4,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Positive Breakout Third Resistance ( LTP > R3) ,136.0,139.4,115.85,154.75
Kedia Agglomerated Marbles Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KDL Biotech Ltd.,Pharmaceuticals,2.14,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,2.14,2.14,1.62,4.0
KEI Industries Ltd.,Cables,NaN,Company with high TTM EPS Growth,MFs decreased their shareholding last quarter,Brokers upgraded recommendation or target price in the past three months ,3035.0,3134.05,1466.0,3418.85
Kedia Infotech Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KDDL Ltd.,Watches & Accessories,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,2838.0,2899.0,976.15,3119.9
Kedia Continental Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KDDL RE Ltd.,Miscellaneous,165.65,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,120.0,200.0,10.0,421.5
Kedia Construction Ltd.,Construction & Contracting - Civil,2.45,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,4.89,4.89,2.45,2.45
KEC International Ltd.,Engineering - Construction,620.15,Growth in Net Profit with increasing Profit Margin (QoQ),Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Brokers upgraded recommendation or target price in the past three months ,616.0,627.45,435.55,747.7
KCD Industries India RE Ltd.,Miscellaneous,1.73,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.58,1.73,1.0,10.0
Kedia Chemical Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KCP Sugar Ind Corp Ltd.,Sugar,35.33,Strong Annual EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Third Resistance ( LTP > R3) ,34.35,35.4,21.35,43.9
KDJ Holidayscapes and Resorts Ltd.,"Hotel, Resort & Restaurants",3.65,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,3.65,3.65,3.65,6.31
KCCL Plastic Ltd.,Packaging Materials-Plastic Products,0.83,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.83,0.83,0.83,1.95
KCK Industries Ltd.,Textiles & Apparel,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,49.95,49.95,15.7,49.95
KCP Ltd.,Cement,185.0,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Results Screener: Stocks with upcoming results which are seeing positive shifts in share price ,181.8,189.5,91.7,191.2
Khaitan Overseas Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KCL Infra Projects Ltd.,Construction - Real Estate,3.08,"Strong Momentum: Price above short, medium and long term moving averages","Rising other income, and low operating income",Positive Breakout Second Resistance  ( LTP > R2) ,2.99,3.08,1.32,3.88
KCD Industries India Ltd.,Construction - Real Estate,15.5,Strong Annual EPS Growth,Negative Breakdown Third Support (LTP < S3),RSI indicating price strength ,15.5,15.5,9.67,32.29
KCL Infra Projects RE Ltd.,Infrastructure,0.08,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.08,0.08,0.08,10.0
